Dataset,year,time,lat,lon,temp,CTD_TMP_WOCE_FLAG,CTD_Pressure_[dbar],Depth_From_Pressure_[meters_below_surface],Sample_Depth_[meters_below_surface],depth,oxy18,DELO18_WOCE_FLAG_Translated,DELO18_WOCE_FLAG_Original,O18_Standard,salinity,CTD_SAL_WOCE_FLAG,Bottle_Salinity_[standard_salinity_units],BTL_SAL_WOCE_FLAG,Cruise_ID,Station_ID_Name,Site_Number_Name,Sample_ID,CASTNO,BTLNBR,Event,Rosette_Position,Platform,BIOPOLE,Freshwater,Freshwater_Source,LAND_BASED,u,v
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,-1.8,,,,45.0,45.0,-0.76,,,SMOW,33.74,,,,,,,,,,,,,False,False,,False,0.011754703293740856,0.008493967733904692
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,-1.07,,,,97.0,97.0,-0.16,,,SMOW,34.29,,,,,,,,,,,,,False,False,,False,0.014815706252753802,0.003878541560880815
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,1.08,,,,195.0,195.0,0.15,,,SMOW,34.75,,,,,,,,,,,,,False,False,,False,0.020146114866733584,0.0007340413854643533
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,1.49,,,,243.0,243.0,0.2,,,SMOW,34.84,,,,,,,,,,,,,False,False,,False,0.020627445321738748,4.668907895868898e-05
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,1.43,,,,294.0,294.0,0.21,,,SMOW,34.85,,,,,,,,,,,,,False,False,,False,0.020674454153180144,-0.0004934102119114403
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,1.17,,,,393.0,393.0,0.23,,,SMOW,34.87,,,,,,,,,,,,,False,False,,False,0.01999315225178005,-0.001073426144756389
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,0.99,,,,492.0,492.0,0.2,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.018784555405020723,-0.0012956626440510245
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,0.69,,,,590.0,590.0,0.22,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.01745640880703926,-0.0013922120711393725
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,0.38,,,,687.0,687.0,0.23,,,SMOW,34.87,,,,,,,,,,,,,False,False,,False,0.01618236053737998,-0.0014214770157765645
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,0.19,,,,787.0,787.0,0.26,,,SMOW,34.87,,,,,,,,,,,,,False,False,,False,0.01493314219126105,-0.001448735224848617
GISS_O18_data_N_of_45N,01/09/2007,,80.33,144.12,-0.11,,,,983.0,983.0,0.24,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.01273430922020971,-0.0013979971268195644
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,2.3,,,,2.0,2.0,-5.43,,,SMOW,27.23,,,,,,,,,,,,,False,False,,False,0.028110729989409416,0.029400737622380237
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,-1.51,,,,27.0,27.0,-0.94,,,SMOW,33.57,,,,,,,,,,,,,False,False,,False,0.025049241343736612,0.02349958177447318
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,-1.73,,,,46.0,46.0,-0.77,,,SMOW,33.79,,,,,,,,,,,,,False,False,,False,0.02270415648996827,0.01927067772567271
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,-1.04,,,,97.0,97.0,-0.17,,,SMOW,34.29,,,,,,,,,,,,,False,False,,False,0.017214975065886966,0.008816931033730489
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,1.85,,,,195.0,195.0,0.23,,,SMOW,34.84,,,,,,,,,,,,,False,False,,False,0.015298586478233341,0.00598657281413672
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,1.92,,,,244.0,244.0,0.21,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.01415251173353196,0.005378246473729597
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,1.82,,,,294.0,294.0,0.23,,,SMOW,34.91,,,,,,,,,,,,,False,False,,False,0.013188846368491658,0.004433701862603424
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,1.47,,,,393.0,393.0,0.23,,,SMOW,34.91,,,,,,,,,,,,,False,False,,False,0.011545123649686581,0.004006231426402924
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,0.83,,,,492.0,492.0,0.17,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.009869363570570958,0.003981207870364189
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,0.46,,,,590.0,590.0,0.22,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,0.28,,,,688.0,688.0,0.23,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,0.14,,,,787.0,787.0,0.25,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,79.42,139.83,-0.13,,,,983.0,983.0,0.18,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,1.86,,,,2.0,2.0,-2.13,,,SMOW,31.41,,,,,,,,,,,,,False,False,,False,0.03186587065458295,0.027271551042795137
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,-1.66,,,,26.0,26.0,-0.75,,,SMOW,33.75,,,,,,,,,,,,,False,False,,False,0.027577887520194033,0.022510872691869688
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,-1.74,,,,46.0,46.0,-0.46,,,SMOW,33.94,,,,,,,,,,,,,False,False,,False,0.022601778209209427,0.019917951762676182
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,-1.07,,,,97.0,97.0,-0.18,,,SMOW,34.32,,,,,,,,,,,,,False,False,,False,0.01272549297660591,0.013238978486508115
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,1.91,,,,196.0,196.0,0.26,,,SMOW,34.85,,,,,,,,,,,,,False,False,,False,0.008253950209915676,0.009364453510940141
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,2.05,,,,244.0,244.0,0.27,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.0077364318981767086,0.009165804986655758
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,1.88,,,,294.0,294.0,0.22,,,SMOW,34.91,,,,,,,,,,,,,False,False,,False,0.0072886742666364085,0.008846849556267298
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,1.44,,,,393.0,393.0,0.28,,,SMOW,34.91,,,,,,,,,,,,,False,False,,False,0.0063852557115257145,0.007886336740851435
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,0.84,,,,491.0,491.0,0.21,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.005499695130810181,0.0069971305884421135
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,0.48,,,,590.0,590.0,0.3,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.004981373302638568,0.005921903643757142
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,0.28,,,,688.0,688.0,0.35,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.0045873784415424185,0.005350286015123167
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,0.15,,,,788.0,788.0,0.29,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.004301871438324478,0.004892692643404039
GISS_O18_data_N_of_45N,01/09/2007,,79.0,137.67,-0.11,,,,983.0,983.0,0.23,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.0035902565124444888,0.003460435006301899
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,1.58,,,,2.0,2.0,-2.77,,,SMOW,30.13,,,,,,,,,,,,,False,False,,False,0.03403227776288979,0.031747789308428684
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,-1.6,,,,26.0,26.0,-0.81,,,SMOW,33.57,,,,,,,,,,,,,False,False,,False,0.02848973162472243,0.023089096620678845
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,-1.65,,,,45.0,45.0,-0.5,,,SMOW,33.89,,,,,,,,,,,,,False,False,,False,0.024811321310698922,0.019166043214499915
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,-1.65,,,,97.0,97.0,-0.23,,,SMOW,34.32,,,,,,,,,,,,,False,False,,False,0.015892129354178882,0.01027951447293166
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,1.15,,,,196.0,196.0,0.13,,,SMOW,34.76,,,,,,,,,,,,,False,False,,False,0.01195301094651223,0.005800646476447652
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,1.94,,,,244.0,244.0,0.18,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.011402763187885292,0.005397409908473558
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,1.75,,,,294.0,294.0,0.17,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.011036424875259394,0.004912124715745519
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,1.49,,,,392.0,392.0,0.25,,,SMOW,34.91,,,,,,,,,,,,,False,False,,False,0.009933443941175936,0.003933198235929085
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,0.99,,,,492.0,492.0,0.26,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.009055910915136333,0.0034024992026389345
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,0.51,,,,590.0,590.0,0.23,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.008108320366591223,0.003122094888240162
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,0.32,,,,688.0,688.0,0.24,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.007344991303980363,0.0028863535970450006
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,0.17,,,,787.0,787.0,0.24,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.0062382371481508455,0.0024419186376035706
GISS_O18_data_N_of_45N,01/09/2007,,78.65,135.5,-0.07,,,,983.0,983.0,0.26,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,1.17,,,,2.0,2.0,-1.29,,,SMOW,32.38,,,,,,,,,,,,,False,False,,False,0.03260512557029707,0.033757466071844086
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,-1.69,,,,26.0,26.0,-0.86,,,SMOW,33.68,,,,,,,,,,,,,False,False,,False,0.02813360760807978,0.02182632054746151
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,-1.8,,,,46.0,46.0,-0.56,,,SMOW,33.94,,,,,,,,,,,,,False,False,,False,0.02536954168558108,0.016731692374944696
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,-1.35,,,,97.0,97.0,-0.21,,,SMOW,34.28,,,,,,,,,,,,,False,False,,False,0.01969873264700165,0.00918126121863729
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,1.84,,,,195.0,195.0,0.24,,,SMOW,34.85,,,,,,,,,,,,,False,False,,False,0.0147614515894651,0.0063852392688394
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,2.01,,,,244.0,244.0,0.22,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.01379913301801678,0.005902408389538561
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,1.95,,,,294.0,294.0,0.28,,,SMOW,34.92,,,,,,,,,,,,,False,False,,False,0.01289807656300065,0.0054885918987691695
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,1.5,,,,393.0,393.0,0.23,,,SMOW,34.92,,,,,,,,,,,,,False,False,,False,0.01142247588831183,0.004795270169138931
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,0.97,,,,492.0,492.0,0.2,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.010314076779186701,0.004458114630609768
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,0.46,,,,591.0,591.0,0.2,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.009455760157167897,0.003654796927433499
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,0.05,,,,688.0,688.0,0.24,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.008657144051492241,0.003058707584306647
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,0.02,,,,788.0,788.0,0.34,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.007943823165416738,0.0027009319601804514
GISS_O18_data_N_of_45N,01/09/2007,,78.48,132.42,-0.24,,,,983.0,983.0,0.22,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.0061080364255645374,0.0025502408261709464
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,0.29,,,,2.0,2.0,-1.75,,,SMOW,30.09,,,,,,,,,,,,,False,False,,False,0.03760490611195567,0.03685462921857834
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,-1.5,,,,26.0,26.0,-1.02,,,SMOW,33.34,,,,,,,,,,,,,False,False,,False,0.029330869883298926,0.020623972043395004
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,-1.51,,,,46.0,46.0,-0.31,,,SMOW,34.16,,,,,,,,,,,,,False,False,,False,0.02577343130111702,0.014655311584472582
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,-1.33,,,,97.0,97.0,-0.21,,,SMOW,34.39,,,,,,,,,,,,,False,False,,False,0.018705284573137842,0.006316329842433354
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,1.53,,,,195.0,195.0,0.18,,,SMOW,34.83,,,,,,,,,,,,,False,False,,False,0.010675600044429351,0.0037265537045896137
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,1.57,,,,243.0,243.0,0.23,,,SMOW,34.86,,,,,,,,,,,,,False,False,,False,0.009790420529246373,0.0034086287466809223
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,1.66,,,,294.0,294.0,0.25,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,0.008723308913409755,0.0032749942123889973
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,1.25,,,,393.0,393.0,0.2,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,0.004837939849868529,0.0032047819020226587
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,0.79,,,,491.0,491.0,0.27,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.00565151820369072,0.0025300483046099614
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,0.41,,,,590.0,590.0,0.26,,,SMOW,34.87,,,,,,,,,,,,,False,False,,False,0.0040419356664643585,0.0020678211329504866
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,0.24,,,,688.0,688.0,0.23,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.003390578879043547,0.001504149395972498
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,0.13,,,,788.0,788.0,0.23,,,SMOW,34.88,,,,,,,,,,,,,False,False,,False,0.0026117966208607834,0.0012790494829416355
GISS_O18_data_N_of_45N,01/09/2007,,78.0,130.48,-0.01,,,,983.0,983.0,0.21,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,0.2,,,,2.0,2.0,-1.88,,,SMOW,30.2,,,,,,,,,,,,,False,False,,False,0.04112895505428314,0.03566923300027841
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-1.36,,,,27.0,27.0,-0.54,,,SMOW,33.75,,,,,,,,,,,,,False,False,,False,0.026943108843565114,0.016425775790810532
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-1.3,,,,46.0,46.0,-0.31,,,SMOW,34.22,,,,,,,,,,,,,False,False,,False,0.021169050571918688,0.009055026139318884
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-1.16,,,,97.0,97.0,-0.28,,,SMOW,34.34,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-1.04,,,,195.0,195.0,-0.11,,,SMOW,34.49,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-0.62,,,,244.0,244.0,0.0,,,SMOW,34.55,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,-0.12,,,,294.0,294.0,0.08,,,SMOW,34.63,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,1.35,,,,393.0,393.0,0.24,,,SMOW,34.83,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,1.38,,,,492.0,492.0,0.21,,,SMOW,34.87,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,1.31,,,,591.0,591.0,0.23,,,SMOW,34.9,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,0.72,,,,689.0,689.0,0.27,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,0.18,,,,789.0,789.0,0.23,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.73,130.48,0.16,,,,818.0,818.0,0.22,,,SMOW,34.89,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,1.27,,,,0.0,0.0,-2.74,,,SMOW,29.99,,,,,,,,,,,,,False,False,,False,0.03457497119903574,0.047866881042718884
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,1.3,,,,2.0,2.0,-2.62,,,SMOW,29.98,,,,,,,,,,,,,False,False,,False,0.035094532817602254,0.046895170211792
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,1.27,,,,5.0,5.0,-2.39,,,SMOW,30.01,,,,,,,,,,,,,False,False,,False,0.03416106626391422,0.03814288064837458
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,1.28,,,,8.0,8.0,-1.9,,,SMOW,31.3,,,,,,,,,,,,,False,False,,False,0.029192417412996406,0.03274973031133416
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.46,,,,16.0,16.0,-1.27,,,SMOW,33.2,,,,,,,,,,,,,False,False,,False,0.020299794092774485,0.027614482015371367
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.64,,,,26.0,26.0,-0.95,,,SMOW,33.45,,,,,,,,,,,,,False,False,,False,0.015199356347322552,0.01869647501409061
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.66,,,,36.0,36.0,-0.74,,,SMOW,33.7,,,,,,,,,,,,,False,False,,False,0.010989400856196964,0.0108942273184658
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.55,,,,46.0,46.0,-0.52,,,SMOW,33.89,,,,,,,,,,,,,False,False,,False,0.0072803843989969075,0.0043444351293147635
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.53,,,,52.0,52.0,-0.57,,,SMOW,33.92,,,,,,,,,,,,,False,False,,False,0.005300946410745444,0.0010335253421218282
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.53,,,,57.0,57.0,-0.49,,,SMOW,33.92,,,,,,,,,,,,,False,False,,False,0.003690785391256236,-0.001245754676870891
GISS_O18_data_N_of_45N,01/09/2007,,77.23,130.5,-1.53,,,,61.0,61.0,-0.64,,,SMOW,33.92,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,2.42,,,,0.0,0.0,-4.87,,,SMOW,29.03,,,,,,,,,,,,,False,False,,False,0.029783179685473494,0.036339550763368506
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,2.42,,,,2.0,2.0,-4.75,,,SMOW,29.03,,,,,,,,,,,,,False,False,,False,0.030318647846579602,0.03488448485732068
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,2.4,,,,5.0,5.0,-3.74,,,SMOW,29.22,,,,,,,,,,,,,False,False,,False,0.027227228991687343,0.025095350816845795
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,2.31,,,,8.0,8.0,-3.13,,,SMOW,29.97,,,,,,,,,,,,,False,False,,False,0.021424549967050597,0.02032902069389811
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,1.17,,,,12.0,12.0,-1.78,,,SMOW,31.89,,,,,,,,,,,,,False,False,,False,0.016676766619086306,0.018242275774478844
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,-1.38,,,,17.0,17.0,-1.08,,,SMOW,33.29,,,,,,,,,,,,,False,False,,False,0.014086882434785404,0.015706784456968267
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,-1.63,,,,27.0,27.0,-0.83,,,SMOW,33.57,,,,,,,,,,,,,False,False,,False,0.0105445469170809,0.006846712201833736
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,-1.69,,,,37.0,37.0,-0.85,,,SMOW,33.82,,,,,,,,,,,,,False,False,,False,0.007148385753855116,0.00026649584807459704
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,-1.68,,,,47.0,47.0,-0.67,,,SMOW,33.84,,,,,,,,,,,,,False,False,,False,0.004450894420966502,-0.003439085131511046
GISS_O18_data_N_of_45N,01/09/2007,,76.75,130.48,-1.67,,,,52.0,52.0,-0.62,,,SMOW,33.86,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,3.36,,,,1.0,1.0,-5.89,,,SMOW,26.57,,,,,,,,,,,,,False,False,,False,0.04979081638157368,0.04004427045583725
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,3.36,,,,3.0,3.0,-5.89,,,SMOW,26.59,,,,,,,,,,,,,False,False,,False,0.04902545362710953,0.0357156228274107
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,3.36,,,,5.0,5.0,-5.66,,,SMOW,26.57,,,,,,,,,,,,,False,False,,False,0.04544428735971451,0.02823594957590103
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,3.66,,,,9.0,9.0,-5.09,,,SMOW,27.91,,,,,,,,,,,,,False,False,,False,0.03350745374336839,0.023388600908219814
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,2.14,,,,12.0,12.0,-3.66,,,SMOW,29.5,,,,,,,,,,,,,False,False,,False,0.02649479769170284,0.02316507250070572
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,-1.29,,,,16.0,16.0,-2.76,,,SMOW,32.13,,,,,,,,,,,,,False,False,,False,0.019670710340142252,0.021698416024446488
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,-1.63,,,,26.0,26.0,-1.11,,,SMOW,33.27,,,,,,,,,,,,,False,False,,False,0.009927741438150407,0.009856410417705774
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,-1.62,,,,38.0,38.0,-1.01,,,SMOW,33.38,,,,,,,,,,,,,False,False,,False,0.00024718977510929086,-0.006689599063247443
GISS_O18_data_N_of_45N,01/09/2007,,76.0,130.5,-1.63,,,,46.0,46.0,-1.19,,,SMOW,33.38,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,3.38,,,,0.0,0.0,-5.65,,,SMOW,27.54,,,,,,,,,,,,,False,False,,False,0.024409217089414546,0.019212937429547036
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,3.38,,,,2.0,2.0,-5.6,,,SMOW,27.54,,,,,,,,,,,,,False,False,,False,0.024218035861849733,0.01750129103660556
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,3.37,,,,7.0,7.0,-5.44,,,SMOW,27.82,,,,,,,,,,,,,False,False,,False,0.014195782765746023,-0.0016150408723480166
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,3.33,,,,9.0,9.0,-5.41,,,SMOW,27.91,,,,,,,,,,,,,False,False,,False,0.008544666692614458,-0.004286857611223227
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,3.31,,,,11.0,11.0,-5.2,,,SMOW,28.17,,,,,,,,,,,,,False,False,,False,0.004943401517346413,-0.006521889962255863
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,-1.44,,,,17.0,17.0,-2.84,,,SMOW,31.88,,,,,,,,,,,,,False,False,,False,0.0006423056786879972,-0.010705111302435441
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,-1.56,,,,26.0,26.0,-2.46,,,SMOW,32.2,,,,,,,,,,,,,False,False,,False,-0.0008555053798481021,-0.014461338087916647
GISS_O18_data_N_of_45N,01/09/2007,,75.25,130.48,-1.57,,,,37.0,37.0,-2.1,,,SMOW,32.46,,,,,,,,,,,,,False,False,,False,0.0025441642687655305,-0.012113745976239643
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,3.46,,,,0.0,0.0,-5.65,,,SMOW,27.53,,,,,,,,,,,,,False,False,,False,0.04194662347435951,0.029323002323508263
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,3.47,,,,7.0,7.0,-5.67,,,SMOW,27.54,,,,,,,,,,,,,False,False,,False,0.027193088084459305,0.009309441433288157
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,3.51,,,,12.0,12.0,-5.45,,,SMOW,27.67,,,,,,,,,,,,,False,False,,False,0.012595901079475879,0.0024106180761009456
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,-0.7,,,,21.0,21.0,-4.2,,,SMOW,31.51,,,,,,,,,,,,,False,False,,False,-0.0028485856018960476,-0.010275015980005265
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,-1.25,,,,24.0,24.0,-2.87,,,SMOW,31.95,,,,,,,,,,,,,False,False,,False,-0.003686396637931466,-0.020071718469262124
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,-1.33,,,,25.0,25.0,-2.47,,,SMOW,32.04,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,74.75,130.5,-1.45,,,,27.0,27.0,-2.24,,,SMOW,32.16,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,3.72,,,,0.0,0.0,-5.96,,,SMOW,27.08,,,,,,,,,,,,,False,False,,False,0.025002790614962578,0.01819632761180401
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,3.74,,,,4.0,4.0,-5.83,,,SMOW,27.12,,,,,,,,,,,,,False,False,,False,0.02032921090722084,0.010583117604255676
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,3.89,,,,9.0,9.0,-5.5,,,SMOW,27.43,,,,,,,,,,,,,False,False,,False,0.002145087841199711,0.0029022240778431296
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,3.97,,,,13.0,13.0,-5.7,,,SMOW,27.71,,,,,,,,,,,,,False,False,,False,-0.0037517492193728684,-0.004391461610794067
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,3.9,,,,15.0,15.0,-5.43,,,SMOW,27.83,,,,,,,,,,,,,False,False,,False,,
GISS_O18_data_N_of_45N,01/09/2007,,74.25,130.5,1.92,,,,22.0,22.0,-4.58,,,SMOW,29.02,,,,,,,,,,,,,False,False,,False,,
