time,monthly_diff,monthly_trend,annual_mean,annual_trend
2011-12-31,,,-2669108.8,-2440264.2013655454
2012-01-01,-3123625.2,-2434961.2062321417,,
2012-02-01,-4192211.0,-2434173.4293914177,,
2012-03-01,-2717599.2,-2433385.652550686,,
2012-04-01,-1645759.5,-2432597.8757099584,,
2012-05-01,-2737964.0,-2431810.0988692306,,
2012-06-01,-2537763.5,-2431022.322028499,,
2012-07-01,-3377189.8,-2430234.545187775,,
2012-08-01,-2402350.2,-2429446.7683470473,,
2012-09-01,-2690017.8,-2428658.991506316,,
2012-10-01,-1617422.2,-2427871.214665588,,
2012-11-01,-2110146.2,-2427083.43782486,,
2012-12-01,-1667118.8,-2426295.6609841324,,
2012-12-31,,,-2568264.0,-2431010.603011202
2013-01-01,-2253977.0,-2425507.8841434047,,
2013-02-01,-1894634.8,-2424720.107302677,,
2013-03-01,-1284277.8,-2423932.3304619454,,
2013-04-01,-2143097.5,-2423144.5536212176,,
2013-05-01,-1850179.8,-2422356.77678049,,
2013-06-01,-1989323.2,-2421568.999939762,,
2013-07-01,-3221370.5,-2420781.2230990343,,
2013-08-01,-2761274.5,-2419993.4462583065,,
2013-09-01,-2036801.8,-2419205.669417575,,
2013-10-01,-1593322.0,-2418417.892576847,,
2013-11-01,-2674918.2,-2417630.1157361194,,
2013-12-01,-2202629.8,-2416842.3388953917,,
2013-12-31,,,-2158817.2,-2421757.0046568625
2014-01-01,-2075243.5,-2416054.562054664,,
2014-02-01,-2881747.2,-2415266.785213936,,
2014-03-01,-2104601.2,-2414479.0083732046,,
2014-04-01,-1763617.8,-2413691.231532477,,
2014-05-01,-1789834.5,-2412903.454691749,,
2014-06-01,-2588923.2,-2412115.6778510213,,
2014-07-01,-2907003.2,-2411327.9010102935,,
2014-08-01,-1917638.5,-2410540.1241695657,,
2014-09-01,-1878960.5,-2409752.3473288342,,
2014-10-01,-2642281.8,-2408964.5704881065,,
2014-11-01,-1768983.9,-2408176.7936473787,,
2014-12-01,-3213375.5,-2407389.016806651,,
2014-12-31,,,-2294351.0,-2412503.406302519
2015-01-01,-3587195.0,-2406601.239965923,,
2015-02-01,-2604052.0,-2405813.4631251954,,
2015-03-01,-3625099.2,-2405025.686284464,,
2015-04-01,-2999123.8,-2404237.909443736,,
2015-05-01,-2724277.5,-2403450.1326030083,,
2015-06-01,-3234187.8,-2402662.3557622805,,
2015-07-01,-2993435.0,-2401874.5789215527,,
2015-08-01,-2289194.0,-2401086.802080825,,
2015-09-01,-1277550.2,-2400299.0252400935,,
2015-10-01,-2086457.2,-2399511.2483993657,,
2015-11-01,-2986469.8,-2398723.471558638,,
2015-12-01,-2924205.8,-2397935.69471791,,
2015-12-31,,,-2777604.0,-2403249.8079481795
2016-01-01,-3075844.5,-2397147.9178771824,,
2016-02-01,-2954892.8,-2396360.1410364546,,
2016-03-01,-2505676.2,-2395572.364195723,,
2016-04-01,-1833032.2,-2394784.5873549953,,
2016-05-01,-2814572.5,-2393996.8105142675,,
2016-06-01,-2010173.8,-2393209.0336735398,,
2016-07-01,-2785722.8,-2392421.256832812,,
2016-08-01,-1050529.2,-2391633.479992084,,
2016-09-01,-1392906.5,-2390845.7031513527,,
2016-10-01,-1222108.8,-2390057.926310625,,
2016-11-01,-2109020.2,-2389270.149469897,,
2016-12-01,-1987976.5,-2388482.3726291694,,
2016-12-31,,,-2145204.5,-2393996.209593836
2017-01-01,-2824239.5,-2387694.5957884416,,
2017-02-01,-1589680.8,-2386906.818947714,,
2017-03-01,-1168716.2,-2386119.0421069823,,
2017-04-01,-1948828.0,-2385331.2652662545,,
2017-05-01,-1774426.8,-2384543.488425527,,
2017-06-01,-2023841.2,-2383755.711584799,,
2017-07-01,-2256288.5,-2382967.934744071,,
2017-08-01,-1556104.8,-2382180.1579033434,,
2017-09-01,-844040.75,-2381392.381062612,,
2017-10-01,-1648859.8,-2380604.604221884,,
2017-11-01,-2829026.2,-2379816.8273811564,,
2017-12-01,-2853353.8,-2379029.0505404286,,
2017-12-31,,,-1943117.1,-2384742.6112394966
2018-01-01,-2717540.2,-2378241.273699701,,
2018-02-01,-2209417.5,-2377453.496858973,,
2018-03-01,-901855.4,-2376665.7200182416,,
2018-04-01,-725836.4,-2375877.943177514,,
2018-05-01,-2044926.2,-2375090.166336786,,
2018-06-01,-2280361.0,-2374302.389496058,,
2018-07-01,-1713098.5,-2373514.6126553304,,
2018-08-01,-1777521.8,-2372726.8358146027,,
2018-09-01,-1964001.5,-2371939.058973871,,
2018-10-01,-2434455.0,-2371151.2821331434,,
2018-11-01,-2154031.2,-2370363.5052924156,,
2018-12-01,-2250174.5,-2369575.728451688,,
2018-12-31,,,-1931101.5,-2375489.0128851533
2019-01-01,-2606505.0,-2368787.95161096,,
2019-02-01,-1758466.8,-2368000.1747702323,,
2019-03-01,-2077633.8,-2367212.397929501,,
2019-04-01,-2059846.0,-2366424.621088773,,
2019-05-01,-2368010.0,-2365636.844248049,,
2019-06-01,-2741878.0,-2364849.0674073175,,
2019-07-01,-2902593.0,-2364061.2905665897,,
2019-08-01,-2219445.0,-2363273.513725862,,
2019-09-01,-3069299.5,-2362485.7368851304,,
2019-10-01,-1069004.0,-2361697.9600444064,,
2019-11-01,-1714362.8,-2360910.1832036786,,
2019-12-01,-2089987.5,-2360122.406362947,,
2019-12-31,,,-2223086.0,-2366235.4145308137
2020-01-01,-2752012.8,-2359334.6295222193,,
2020-02-01,-2074987.2,-2358546.8526814915,,
2020-03-01,-2199448.5,-2357759.0758407637,,
2020-04-01,-1881926.0,-2356971.299000036,,
2020-05-01,-2676131.2,-2356183.522159308,,
2020-06-01,-2524388.8,-2355395.7453185767,,
2020-07-01,-2708799.5,-2354607.968477849,,
2020-08-01,-2868363.5,-2353820.191637121,,
